Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides I_3_01	Peptides I_3_02	Peptides I_3_03	Peptides I_3_04	Peptides I_3_05	Peptides I_3_06	Peptides III_3_01	Peptides III_3_02	Peptides III_3_03	Peptides III_3_04	Peptides III_3_05	Peptides III_3_06	Peptides LZ5_01	Peptides LZ5_02	Peptides LZ5_04	Peptides LZ5_05	Peptides LZ5_06	Razor + unique peptides I_3_01	Razor + unique peptides I_3_02	Razor + unique peptides I_3_03	Razor + unique peptides I_3_04	Razor + unique peptides I_3_05	Razor + unique peptides I_3_06	Razor + unique peptides III_3_01	Razor + unique peptides III_3_02	Razor + unique peptides III_3_03	Razor + unique peptides III_3_04	Razor + unique peptides III_3_05	Razor + unique peptides III_3_06	Razor + unique peptides LZ5_01	Razor + unique peptides LZ5_02	Razor + unique peptides LZ5_04	Razor + unique peptides LZ5_05	Razor + unique peptides LZ5_06	Unique peptides I_3_01	Unique peptides I_3_02	Unique peptides I_3_03	Unique peptides I_3_04	Unique peptides I_3_05	Unique peptides I_3_06	Unique peptides III_3_01	Unique peptides III_3_02	Unique peptides III_3_03	Unique peptides III_3_04	Unique peptides III_3_05	Unique peptides III_3_06	Unique peptides LZ5_01	Unique peptides LZ5_02	Unique peptides LZ5_04	Unique peptides LZ5_05	Unique peptides LZ5_06	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Identification type I_3_01	Identification type I_3_02	Identification type I_3_03	Identification type I_3_04	Identification type I_3_05	Identification type I_3_06	Identification type III_3_01	Identification type III_3_02	Identification type III_3_03	Identification type III_3_04	Identification type III_3_05	Identification type III_3_06	Identification type LZ5_01	Identification type LZ5_02	Identification type LZ5_04	Identification type LZ5_05	Identification type LZ5_06	Sequence coverage I_3_01 [%]	Sequence coverage I_3_02 [%]	Sequence coverage I_3_03 [%]	Sequence coverage I_3_04 [%]	Sequence coverage I_3_05 [%]	Sequence coverage I_3_06 [%]	Sequence coverage III_3_01 [%]	Sequence coverage III_3_02 [%]	Sequence coverage III_3_03 [%]	Sequence coverage III_3_04 [%]	Sequence coverage III_3_05 [%]	Sequence coverage III_3_06 [%]	Sequence coverage LZ5_01 [%]	Sequence coverage LZ5_02 [%]	Sequence coverage LZ5_04 [%]	Sequence coverage LZ5_05 [%]	Sequence coverage LZ5_06 [%]	Intensity	Intensity I_3_01	Intensity I_3_02	Intensity I_3_03	Intensity I_3_04	Intensity I_3_05	Intensity I_3_06	Intensity III_3_01	Intensity III_3_02	Intensity III_3_03	Intensity III_3_04	Intensity III_3_05	Intensity III_3_06	Intensity LZ5_01	Intensity LZ5_02	Intensity LZ5_04	Intensity LZ5_05	Intensity LZ5_06	LFQ intensity I_3_01	LFQ intensity I_3_02	LFQ intensity I_3_03	LFQ intensity I_3_04	LFQ intensity I_3_05	LFQ intensity I_3_06	LFQ intensity III_3_01	LFQ intensity III_3_02	LFQ intensity III_3_03	LFQ intensity III_3_04	LFQ intensity III_3_05	LFQ intensity III_3_06	LFQ intensity LZ5_01	LFQ intensity LZ5_02	LFQ intensity LZ5_04	LFQ intensity LZ5_05	LFQ intensity LZ5_06	MS/MS Count I_3_01	MS/MS Count I_3_02	MS/MS Count I_3_03	MS/MS Count I_3_04	MS/MS Count I_3_05	MS/MS Count I_3_06	MS/MS Count III_3_01	MS/MS Count III_3_02	MS/MS Count III_3_03	MS/MS Count III_3_04	MS/MS Count III_3_05	MS/MS Count III_3_06	MS/MS Count LZ5_01	MS/MS Count LZ5_02	MS/MS Count LZ5_04	MS/MS Count LZ5_05	MS/MS Count LZ5_06	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A0A087SIQ1;E1ZBE1	A0A087SIQ1;E1ZBE1	4;2	4;2	4;2	;	2	4	4	4	2	1	2	1	2	2	4	4	4	4	4	4	2	2	1	2	2	2	1	2	1	2	2	4	4	4	4	4	4	2	2	1	2	2	2	1	2	1	2	2	4	4	4	4	4	4	2	2	1	2	2	9	9	9	48.046	432	432;379	1	44	0	45.665	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.9	2.8	4.9	2.8	4.9	4.9	9	9	9	9	9	9	4.9	4.9	2.8	4.9	4.9	93682000	11503000	7158500	9720100	4190700	5882600	3348100	6404500	5698000	2827800	5180800	5327500	3481300	7497400	4023000	3367000	3126000	4946000	10712000	0	10570000	0	11100000	8854300	13004000	10779000	10753000	12479000	11099000	12093000	10717000	9506900	0	8101600	8872100	0	1	0	1	1	0	6	2	2	3	4	4	1	1	1	1	1	29				76	7;221;233;444	True;True;True;True	7;226;238;449	79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;2346;2347;2348;2349;2350;2351;2352;2353;2354;2355;2356;2357;2358;2359;2498;2499;2500;2501;2502;2503;4698;4699;4700;4701;4702;4703	56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;1572;1573;1685;1686;3163;3164;3165;3166;3167;3168	59;1572;1686;3164		
A0A087SIW1	A0A087SIW1	1	1	1		1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	139.95	1279	1279	1	2	0	11.887	By matching					By MS/MS												1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	119850	52999	0	0	0	0	66850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				77	371	True	376	3843;3844	2525	2525		
A0A087SIW7	A0A087SIW7	1	1	1		1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	6.2	6.2	6.2	26.068	243	243	1	6	0	14.77	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS												6.2	6.2	6.2	6.2	6.2	6.2	0	0	0	0	0	0	0	0	0	0	0	12827000	2546400	2307200	2693200	1897500	1849900	1532800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3955700	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	6				78	225	True	230	2401;2402;2403;2404;2405;2406	1621;1622;1623;1624;1625;1626	1622		
A0A087SIY9;E1ZS72	A0A087SIY9;E1ZS72	2;1	2;1	2;1	;	2	2	2	2	0	0	0	1	0	1	2	2	2	2	2	2	0	0	0	0	0	0	0	0	1	0	1	2	2	2	2	2	2	0	0	0	0	0	0	0	0	1	0	1	2	2	2	2	2	2	0	0	0	0	0	7.8	7.8	7.8	33.139	321	321;330	1	16	0	13.142				By matching		By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS						0	0	0	3.7	0	3.7	7.8	7.8	7.8	7.8	7.8	7.8	0	0	0	0	0	2983000	0	0	0	87945	0	46579	885340	651140	206890	443710	452210	209210	0	0	0	0	0	0	0	0	0	0	0	1451800	1189200	1048900	1167500	1115700	988190	0	0	0	0	0	0	0	0	0	0	0	3	4	1	3	1	1	0	0	0	0	0	13				79	196;299	True;True	201;304	2081;2082;2083;2084;2085;2086;2087;2088;3223;3224;3225;3226;3227;3228;3229;3230	1397;1398;1399;1400;1401;1402;1403;1404;1405;1406;1407;1408;2160	1399;2160		
A0A087SJ28;E1Z7P0	A0A087SJ28;E1Z7P0	1;1	1;1	1;1	;	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	7.5	7.5	7.5	15.377	134	134;147	1	16	0	12.42	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By matching		By MS/MS	By MS/MS	By matching	By matching	By matching	7.5	7.5	7.5	7.5	7.5	7.5	7.5	7.5	7.5	7.5	7.5	0	7.5	7.5	7.5	7.5	7.5	7831200	812530	619550	512910	449360	420170	162000	211990	271650	72336	212610	191200	0	1117600	496560	1140700	438710	701240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1032300	1	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	7				80	188	True	193	1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986	1336;1337;1338;1339;1340;1341;1342	1338		
A0A087SJ38	A0A087SJ38	1	1	1		1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	2.8	2.8	2.8	47.416	433	433	1	10	0	7.9684	By matching	By matching	By MS/MS	By matching	By MS/MS	By matching							By MS/MS	By MS/MS	By MS/MS		By MS/MS	2.8	2.8	2.8	2.8	2.8	2.8	0	0	0	0	0	0	2.8	2.8	2.8	0	2.8	3874600	521660	507260	472810	338960	303130	235000	0	0	0	0	0	0	470860	220590	414180	0	390160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574340	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	6				81	273	True	278	2983;2984;2985;2986;2987;2988;2989;2990;2991;2992	2008;2009;2010;2011;2012;2013	2012		
A0A087SJ70	A0A087SJ70	9	3	3		1	9	3	3	6	6	6	6	6	6	6	7	5	5	5	5	7	7	6	7	7	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	8.1	3.2	3.2	131.85	1234	1234	1	25	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	7.1	7.1	7.1	7.1	7.1	7.1	5.5	6.6	5.5	5.5	5.5	5.5	7.1	7.1	7.1	7.1	7.1	62142000	3142400	2781600	3288700	3030400	4228800	1935600	2712800	2208900	1134700	2190200	3051600	1737200	7340700	4435400	7078100	4844000	7000700	0	0	0	0	0	0	6021800	4014600	0	0	0	0	0	0	0	0	0	2	1	2	1	1	1	2	1	0	1	1	0	1	1	1	1	1	18				82	43;59;60;203;204;367;415;416;459	False;True;True;False;False;False;False;False;True	44;60;61;62;208;209;372;420;421;464	406;407;408;409;410;411;412;413;414;415;416;417;418;419;420;421;422;423;424;425;426;427;428;429;430;431;575;576;577;578;579;580;581;582;583;584;585;586;587;588;2167;2168;2169;2170;2171;2172;2173;2174;2175;2176;2177;2178;2179;2180;2181;2182;2183;2184;2185;2186;2187;2188;2189;2190;2191;2192;2193;2194;2195;2196;2197;2198;2199;2200;2201;2202;2203;2204;2205;2206;2207;2208;2209;3792;3793;3794;3795;3796;3797;3798;3799;3800;3801;3802;3803;3804;3805;3806;3807;3808;3809;3810;3811;3812;3813;3814;3815;3816;3817;3818;3819;3820;3821;3822;3823;4371;4372;4373;4374;4375;4376;4377;4378;4379;4380;4381;4382;4383;4384;4385;4386;4387;4388;4389;4390;4391;4392;4393;4860;4861;4862;4863;4864;4865;4866;4867;4868;4869;4870	266;267;268;269;366;367;368;369;370;1458;1459;1460;1461;1462;1463;1464;1465;1466;1467;1468;1469;1470;1471;1472;1473;1474;1475;1476;1477;1478;1479;1480;1481;1482;1483;1484;1485;1486;1487;1488;1489;1490;1491;1492;1493;1494;2503;2504;2505;2506;2507;2508;2509;2510;2511;2512;2513;2514;2515;2516;2517;2518;2519;2924;2925;2926;2927;2928;2929;2930;3276;3277;3278;3279;3280;3281;3282;3283;3284;3285;3286;3287;3288	267;366;370;1468;1492;2507;2924;2925;3282	8	959
A0A087SJF8;E1ZJL1	A0A087SJF8;E1ZJL1	3;2	3;2	3;2	;	2	3	3	3	3	3	3	3	3	2	2	2	2	2	2	1	2	2	2	2	2	3	3	3	3	3	2	2	2	2	2	2	1	2	2	2	2	2	3	3	3	3	3	2	2	2	2	2	2	1	2	2	2	2	2	3.4	3.4	3.4	105.02	957	957;556	1	38	0	48.282	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	3.4	3.4	3.4	3.4	3.4	2.3	2.3	2.3	2.3	2.3	2.3	1	2.3	2.3	2.3	2.3	2.3	4767200	576280	427440	415850	374020	316240	139530	183700	272130	34982	175200	197360	73273	472090	282810	284960	208900	332430	449690	461660	358050	414990	448450	406540	372900	767230	0	421730	476020	0	694810	755220	454640	429890	528150	1	1	0	1	1	1	0	2	1	0	1	0	2	2	1	0	1	15				83	146;338;408	True;True;True	150;343;413	1527;1528;1529;1530;1531;1532;1533;1534;1535;1536;1537;1538;1539;1540;1541;1542;1543;3560;3561;3562;3563;3564;4282;4283;4284;4285;4286;4287;4288;4289;4290;4291;4292;4293;4294;4295;4296;4297	1074;1075;1076;1077;1078;1079;1080;1081;1082;2369;2860;2861;2862;2863;2864;2865	1080;2369;2865		
E1ZMK4;A0A087SJK5	E1ZMK4;A0A087SJK5	5;5	5;5	5;5	;	2	5	5	5	5	3	5	4	5	4	5	5	5	5	4	4	5	5	5	5	5	5	3	5	4	5	4	5	5	5	5	4	4	5	5	5	5	5	5	3	5	4	5	4	5	5	5	5	4	4	5	5	5	5	5	8.5	8.5	8.5	80.159	766	766;1583	1	79	0	95.794	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8.5	4.6	8.5	6.4	8.5	6.7	8.5	8.5	8.5	8.5	7.2	6.4	8.5	8.5	8.5	8.5	8.5	26964000	3336500	1788100	2319100	1948500	1867400	993320	1340500	1549700	758690	1174500	1016400	1019400	1866400	1315400	1906500	1068400	1695800	3262600	2769800	2613000	2887700	3172300	2623600	2569900	3576000	3229200	2884700	2563800	3861900	2091300	2765700	2464600	2316300	2193000	4	3	4	4	3	1	7	5	2	4	3	4	7	5	2	3	2	63				84	0;3;4;82;391	True;True;True;True;True	0;3;4;86;396	0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;847;848;849;850;851;852;853;854;855;856;857;858;859;860;861;862;863;4092;4093;4094;4095;4096;4097;4098;4099;4100;4101;4102;4103;4104;4105	0;1;2;3;4;5;6;7;8;9;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;568;569;570;571;572;573;574;575;576;577;578;579;580;581;2670;2671;2672;2673;2674;2675;2676;2677;2678;2679;2680;2681;2682;2683	0;15;28;572;2673		
A0A087SJM7	A0A087SJM7	2	2	2		1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	16.3	16.3	16.3	19.465	172	172	1	22	0	55.847	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	7	7	7	7	7	7	7	7	7	7	7	7	16.3	16.3	16.3	16.3	16.3	27532000	1610400	1493500	1286600	1131300	1010600	895790	709730	780840	253900	545470	809460	480070	4554300	2350600	3938300	2237000	3443700	0	0	0	0	0	0	0	0	0	0	0	0	4423000	5294300	5949100	5406500	4722700	1	1	1	1	1	1	2	1	1	1	1	3	2	2	2	3	1	25				85	69;111	True;True	72;115	676;677;678;679;680;681;682;683;684;685;686;687;688;689;690;691;692;1135;1136;1137;1138;1139	442;443;444;445;446;447;448;449;450;451;452;453;454;455;456;457;458;459;460;461;794;795;796;797;798	443;794		
A0A087SJR8;E1Z8C6	A0A087SJR8;E1Z8C6	1;1	1;1	1;1	;	2	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	6.2	6.2	6.2	14.622	129	129;171	1	6	0	8.3159	By MS/MS	By MS/MS		By MS/MS	By matching			By MS/MS			By matching							6.2	6.2	0	6.2	6.2	0	0	6.2	0	0	6.2	0	0	0	0	0	0	2449500	668620	464230	0	478150	234150	0	0	360260	0	0	244080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536440	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4				86	16	True	16	148;149;150;151;152;153	109;110;111;112	109		
A0A087SJV3	A0A087SJV3	4	4	4		1	4	4	4	3	3	3	2	2	2	3	4	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	3	4	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	3	4	3	3	3	3	3	3	3	3	3	11.2	11.2	11.2	52.171	481	481	1	67	0	40.989	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	9.4	9.4	9.4	5.4	5.4	5.4	7.3	11.2	9.4	7.3	7.3	7.3	7.3	7.3	7.3	7.3	7.3	56787000	4868400	3948500	4237800	3346900	2213400	1921100	1950100	2198200	905400	1612600	1928800	1134500	8311900	3011800	6214300	3784600	5199400	5281000	6147400	5427200	5583700	4536500	5912900	3698500	4130000	2893800	3732000	4064400	4151000	9581500	5738300	8086900	8089000	7545600	4	5	3	2	1	1	8	7	4	3	3	4	5	4	1	2	3	60				87	86;168;190;425	True;True;True;True	90;172;195;430	891;892;893;894;895;896;897;898;899;900;1775;1776;1777;1778;1779;1780;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;4456;4457;4458;4459;4460;4461;4462;4463;4464;4465;4466;4467;4468;4469;4470;4471;4472	600;601;602;603;604;605;606;607;1218;1219;1220;1221;1222;1223;1224;1225;1346;1347;1348;1349;1350;1351;1352;1353;1354;1355;1356;1357;1358;1359;1360;1361;1362;1363;1364;1365;1366;1367;1368;1369;2953;2954;2955;2956;2957;2958;2959;2960;2961;2962;2963;2964;2965;2966;2967;2968;2969;2970;2971;2972	606;1224;1350;2963		
A0A087SJW6	A0A087SJW6	1	1	1		1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	6.3	6.3	6.3	17.79	158	158	1	4	0.0045662	6.1509													By matching		By MS/MS	By matching	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	6.3	0	6.3	6.3	6.3	568490	0	0	0	0	0	0	0	0	0	0	0	0	70251	0	182720	83158	232360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2				88	433	True	438	4583;4584;4585;4586	3048;3049	3049		
A0A087SJX6;E1ZF33	A0A087SJX6;E1ZF33	2;1	2;1	2;1	;	2	2	2	2	0	0	0	0	0	0	1	1	0	1	0	1	2	2	2	1	2	0	0	0	0	0	0	1	1	0	1	0	1	2	2	2	1	2	0	0	0	0	0	0	1	1	0	1	0	1	2	2	2	1	2	8.3	8.3	8.3	49.312	447	447;448	1	13	0	16.928							By MS/MS	By MS/MS		By matching		By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	0	0	0	0	0	0	3.4	3.4	0	3.4	0	3.4	8.3	8.3	8.3	3.4	8.3	3293000	0	0	0	0	0	0	133690	116340	0	86594	0	102500	629700	376960	851260	211980	784000	0	0	0	0	0	0	0	0	0	0	0	0	747840	949730	1081100	0	1108100	0	0	0	0	0	0	2	1	0	0	0	0	3	1	2	1	0	10				89	39;473	True;True	40;478	380;381;382;383;5011;5012;5013;5014;5015;5016;5017;5018;5019	257;3414;3415;3416;3417;3418;3419;3420;3421;3422	257;3417		
A0A087SJY2	A0A087SJY2	1	1	1		1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	3.3	3.3	46.852	426	426	1	1	0.0044643	6.0894			By MS/MS															0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				90	10	True	10	102	77	77		
A0A087SK35;E1Z4J0	A0A087SK35;E1Z4J0	1;1	1;1	1;1	;	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	3.5	3.5	3.5	30.885	284	284;285	1	15	0	14.437	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS		By matching	By matching	By matching	By MS/MS	By matching	By MS/MS	By MS/MS		3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	0	3.5	3.5	3.5	3.5	3.5	3.5	3.5	0	2784100	398140	330450	222680	310000	174950	116470	168890	90075	0	122120	107340	76610	213610	135830	200620	116320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247670	0	1	1	0	1	2	0	2	2	0	0	0	0	1	0	1	1	0	12				91	73	True	77	724;725;726;727;728;729;730;731;732;733;734;735;736;737;738	485;486;487;488;489;490;491;492;493;494;495;496	495		
A0A087SK64;E1ZFE4	A0A087SK64;E1ZFE4	2;1	2;1	2;1	;	2	2	2	2	2	1	1	0	2	0	0	1	0	1	1	0	2	1	2	1	1	2	1	1	0	2	0	0	1	0	1	1	0	2	1	2	1	1	2	1	1	0	2	0	0	1	0	1	1	0	2	1	2	1	1	4.9	4.9	4.9	58.796	547	547;1010	1	16	0	12.008	By matching	By matching	By matching		By matching			By matching		By matching	By matching		By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	4.9	2.2	2.2	0	4.9	0	0	2.2	0	2.2	2.2	0	4.9	2.2	4.9	2.2	2.2	1422100	153340	99283	74471	0	105790	0	0	48297	0	62008	44285	0	233440	134490	199420	72430	194880	170460	0	0	0	199180	0	0	0	0	0	0	0	301280	0	227290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	5				92	158;210	True;True	162;215	1682;1683;1684;1685;2261;2262;2263;2264;2265;2266;2267;2268;2269;2270;2271;2272	1164;1534;1535;1536;1537	1164;1534		
A0A087SK74	A0A087SK74	13	13	2		1	13	13	2	10	9	9	9	10	10	8	8	9	9	8	9	11	12	12	12	10	10	9	9	9	10	10	8	8	9	9	8	9	11	12	12	12	10	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	43.5	43.5	11.3	50.792	462	462	1	220	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	29.4	21.6	21.6	27.3	29.4	29.4	19	19	26.8	26.8	19	26.8	33.5	35.7	35.7	35.7	28.4	885310000	93104000	84443000	87815000	61738000	48656000	35364000	26870000	23903000	10351000	21298000	24955000	15448000	93649000	40748000	83243000	57137000	76592000	88086000	103960000	93085000	91804000	86577000	82616000	65858000	66119000	48998000	59517000	62376000	62623000	107350000	100070000	99444000	106840000	101720000	10	13	12	11	10	7	9	10	8	7	8	9	16	11	14	8	13	176				93	23;25;40;63;165;187;263;264;267;324;381;438;472	True;True;True;True;True;True;True;True;True;True;True;True;True	23;24;26;41;66;169;191;192;268;269;272;329;386;443;477	222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;240;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255;256;257;384;385;386;387;388;606;607;608;609;610;611;612;613;614;615;616;617;618;619;620;621;622;623;624;625;626;627;628;629;1750;1751;1752;1753;1754;1755;1756;1929;1930;1931;1932;1933;1934;1935;1936;1937;1938;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;2874;2875;2876;2877;2878;2879;2880;2881;2882;2883;2884;2885;2886;2887;2888;2889;2890;2891;2892;2893;2894;2895;2896;2897;2898;2899;2900;2901;2902;2903;2904;2905;2906;2907;2908;2909;2910;2934;2935;2936;2937;2938;2939;2940;2941;2942;2943;2944;2945;2946;2947;2948;2949;2950;3399;3400;3401;3402;3980;3981;3982;3983;3984;3985;3986;3987;3988;3989;3990;3991;3992;3993;3994;3995;3996;3997;3998;3999;4000;4001;4639;4640;4641;4642;4643;4644;4645;4646;4647;4648;4649;4650;4651;4652;4653;4654;4655;5001;5002;5003;5004;5005;5006;5007;5008;5009;5010	148;149;150;151;152;153;154;155;156;157;158;159;160;161;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;258;389;390;391;392;393;394;395;396;397;398;399;400;401;402;403;404;405;406;407;408;409;410;411;412;413;414;415;416;417;418;419;420;421;422;423;424;1205;1206;1207;1305;1306;1307;1308;1309;1310;1311;1312;1313;1314;1315;1316;1317;1318;1319;1320;1321;1322;1323;1324;1325;1326;1327;1328;1329;1330;1331;1332;1333;1334;1335;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1984;1985;1986;1987;1988;1989;1990;2267;2268;2269;2606;2607;2608;2609;2610;2611;2612;2613;3111;3112;3113;3114;3115;3116;3117;3118;3119;3120;3121;3122;3123;3124;3125;3126;3127;3407;3408;3409;3410;3411;3412;3413	155;179;258;417;1205;1321;1946;1955;1985;2269;2613;3125;3413	9;10	327;452
